2020/05/17 00:27:23 UTC
South Africa,"14,355",+831,261 ,+14,"6,478","7,616",119,242,4,"439,559","7,423","59,214,047 ",Africa
Kuwait,"13,802",+942,107 ,+11,"3,843","9,852",169,"3,238",25,"240,716","56,473","4,262,502 ",Asia
Philippines,"12,305",+214,817 ,+11,"2,561","8,927",79,112,7,"215,060","1,966","109,395,919 ",Asia
Dominican Republic,"12,110",+371,428 ,+4,"3,726","7,956",127,"1,118",40,"50,108","4,625","10,834,295 ",North America
Egypt,"11,719",+491,612 ,+20,"2,950","8,157",41,115,6,"135,000","1,322","102,083,440 ",Africa
S. Korea,"11,037",+19,262 ,+2,"9,851",924,55,215,5,"741,145","14,457","51,263,879 ",Asia
Denmark,"10,858",+67,543 ,+6,"9,107","1,208",28,"1,875",94,"444,562","76,785","5,789,720 ",Europe
Serbia,"10,496",+58,228 ,+3,"4,479","5,789",18,"1,201",26,"174,746","19,990","8,741,513 ",Europe
Panama,"9,268",+150,266 ,+6,"6,080","2,922",72,"2,152",62,"47,768","11,093","4,306,053 ",North America
Czechia,"8,455",+49,296 ,+1,"5,422","2,737",39,790,28,"348,849","32,583","10,706,582 ",Europe
Norway,"8,237",+18,232 ,,32,"7,973",20,"1,521",43,"216,350","39,947","5,415,986 ",Europe
Argentina,"7,805",+326,363 ,+7,"2,534","4,908",170,173,8,"100,362","2,223","45,144,058 ",South America
Australia,"7,036",+17,98 ,,"6,362",576,16,276,4,"1,015,652","39,888","25,462,599 ",Australia/Oceania
Malaysia,"6,872",+17,113 ,+1,"5,512","1,247",13,213,3,"434,136","13,435","32,313,467 ",Asia
Algeria,"6,821",+192,542 ,+6,"3,409","2,870",22,156,12,"6,500",149,"43,748,441 ",Africa
Bahrain,"6,747",+164,12 ,,"2,753","3,982",3,"3,984",7,"228,573","134,983","1,693,342 ",Asia
Morocco,"6,741",+89,192 ,+2,"3,487","3,062",1,183,5,"85,004","2,306","36,855,368 ",Africa
Afghanistan,"6,402",+349,168 ,+15,745,"5,489",19,165,4,"21,967",566,"38,812,546 ",Asia
Finland,"6,286",+58,297 ,+4,"5,000",989,30,"1,135",54,"143,900","25,976","5,539,682 ",Europe
Moldova,"5,934",+189,207 ,+5,"2,344","3,383",251,"1,471",51,"20,447","5,067","4,035,075 ",Europe
Kazakhstan,"5,850",+161,34 ,,"2,980","2,836",31,312,2,"505,216","26,947","18,748,360 ",Asia
Ghana,"5,735",+97,29 ,+1,"1,754","3,952",5,185,0.9,"171,642","5,539","30,987,872 ",Africa
Nigeria,"5,621",+176,176 ,+5,"1,472","3,973",7,27,0.9,"32,942",160,"205,458,157 ",Africa
Oman,"5,029",+404,21 ,+1,"1,436","3,572",31,988,4,"61,000","11,986","5,089,256 ",Asia
Armenia,"4,283",+239,55 ,+3,"1,791","2,437",10,"1,446",19,"39,005","13,166","2,962,574 ",Asia
Luxembourg,"3,930",+7,104 ,,"3,699",127,15,"6,291",166,"60,246","96,445","624,669 ",Europe
Bolivia,"3,577",+205,164 ,+12,434,"2,979",3,307,14,"14,803","1,270","11,652,778 ",South America
Hungary,"3,473",+56,448 ,+6,"1,371","1,654",45,359,46,"131,429","13,601","9,663,257 ",Europe
Iraq,"3,260",+67,121 ,+4,"2,126","1,013",,81,3,"140,573","3,505","40,103,316 ",Asia
Azerbaijan,"3,138",+158,36 ,,"1,944","1,158",37,310,4,"226,005","22,315","10,127,789 ",Asia
Cameroon,"3,105",+151,140 ,+1,"1,567","1,398",28,117,5,,,"26,457,691 ",Africa
Thailand,"3,025",,56 ,,"2,855",114,61,43,0.8,"286,008","4,099","69,778,764 ",Asia
Greece,"2,819",+9,162 ,+2,"1,374","1,283",23,270,16,"126,283","12,109","10,429,023 ",Europe
Uzbekistan,"2,738",+52,11 ,,"2,213",514,8,82,0.3,"460,000","13,769","33,407,309 ",Asia
Guinea,"2,658",+185,16 ,+1,"1,133","1,509",18,203,1,"10,304",787,"13,084,805 ",Africa
Honduras,"2,460",+142,134 ,+1,264,"2,062",10,249,14,"5,653",572,"9,884,383 ",North America
Senegal,"2,429",+119,25 ,,949,"1,455",6,146,1,"24,599","1,474","16,684,681 ",Africa
Sudan,"2,289",+325,97 ,+6,222,"1,970",,52,2,,,"43,713,550 ",Africa
Bosnia and Herzegovina,"2,267",+31,129 ,+1,"1,355",783,4,690,39,"48,528","14,781","3,283,197 ",Europe
Croatia,"2,224",+2,95 ,,"1,913",216,9,541,23,"52,425","12,761","4,108,218 ",Europe
Bulgaria,"2,175",+37,105 ,+3,573,"1,497",45,313,15,"64,480","9,272","6,954,506 ",Europe
Ivory Coast,"2,061",+44,25 ,+1,987,"1,049",,78,1.0,"15,260",580,"26,291,162 ",Africa
Cuba,"1,862",+22,79 ,,"1,460",323,7,164,7,"79,834","7,048","11,327,442 ",North America
Iceland,"1,802",,10 ,,"1,786",6,,"5,285",29,"56,742","166,413","340,970 ",Europe
Estonia,"1,770",+4,63 ,,934,773,5,"1,334",47,"68,840","51,899","1,326,428 ",Europe
North Macedonia,"1,762",+22,98 ,+1,"1,267",397,21,846,47,"21,010","10,085","2,083,384 ",Europe
Guatemala,"1,643",+125,30 ,+1,135,"1,478",5,92,2,"7,200",403,"17,872,544 ",North America
Lithuania,"1,534",+11,55 ,+1,988,491,17,563,20,"224,040","82,169","2,726,566 ",Europe
New Zealand,"1,498",,21 ,,"1,428",49,,311,4,"223,937","46,485","4,817,371 ",Australia/Oceania
Slovakia,"1,493",+13,28 ,+1,"1,151",314,3,273,5,"139,986","25,642","5,459,325 ",Europe
Slovenia,"1,465",,103 ,,272,"1,090",6,705,50,"68,852","33,119","2,078,904 ",Europe
DRC,"1,370",+72,61 ,+11,229,"1,080",,15,0.7,,,"89,189,398 ",Africa
Somalia,"1,357",+73,55 ,+2,148,"1,154",2,86,3,,,"15,833,288 ",Africa
Djibouti,"1,331",+22,4 ,,950,377,,"1,350",4,"17,106","17,346","986,166 ",Africa
Tajikistan,"1,322",+204,36 ,+3,,"1,286",,139,4,,,"9,509,357 ",Asia
Gabon,"1,320",+111,11 ,+1,244,"1,065",11,595,5,"7,050","3,177","2,218,765 ",Africa
Mayotte,"1,312",+102,18 ,+2,627,667,9,"4,825",66,"5,200","19,122","271,940 ",Africa
El Salvador,"1,265",+55,26 ,+3,441,798,18,195,4,"53,412","8,240","6,482,197 ",North America
Kyrgyzstan,"1,117",+6,14 ,,783,320,5,172,2,"59,490","9,138","6,510,341 ",Asia
Maldives,"1,078",+47,4 ,,58,"1,016",9,"1,999",7,"11,775","21,833","539,313 ",Asia
Hong Kong,"1,053",,4 ,,"1,022",27,1,141,0.5,"168,291","22,470","7,489,431 ",Asia
Tunisia,"1,037",+2,45 ,,807,185,3,88,4,"37,862","3,208","11,803,112 ",Africa
Latvia,997,+27,19 ,,662,316,3,528,10,"87,377","46,266","1,888,577 ",Europe
Guinea-Bissau,969,+56,4 ,+1,26,939,,494,2,"1,500",765,"1,961,828 ",Africa
Sri Lanka,957,+22,9 ,,520,428,1,45,0.4,"42,056","1,965","21,402,294 ",Asia
Albania,933,+17,31 ,,714,188,1,324,11,"11,764","4,087","2,878,172 ",Europe
Cyprus,914,+4,17 ,,515,382,10,758,14,"85,301","70,715","1,206,272 ",Asia
Lebanon,902,+11,26 ,,247,629,4,132,4,"59,588","8,726","6,829,035 ",Asia
Niger,889,+4,51 ,,689,149,,37,2,"5,816",241,"24,083,917 ",Africa
Costa Rica,853,+10,10 ,+1,551,292,4,168,2,"19,401","3,813","5,088,318 ",North America
Mali,835,+29,48 ,+2,479,308,,41,2,"3,264",162,"20,171,687 ",Africa
Kenya,830,+49,50 ,+5,301,479,1,15,0.9,"36,918",689,"53,615,182 ",Africa
Burkina Faso,782,+2,51 ,,604,127,,38,2,,,"20,825,956 ",Africa
Paraguay,778,+19,11 ,,198,569,,109,2,"19,308","2,711","7,121,465 ",South America
Andorra,761,,51 ,+2,615,95,3,"9,851",660,"3,750","48,544","77,250 ",Europe
Uruguay,733,+1,19 ,,558,156,5,211,5,"33,036","9,514","3,472,266 ",South America
Diamond Princess,712,,13 ,,651,48,4,,,,, ,
Georgia,683,+12,12 ,,419,252,6,171,3,"36,248","9,085","3,990,077 ",Asia
Zambia,679,+25,7  ,,183,489,1,37,0.4,"15,811",863,"18,314,332 ",Africa
San Marino,653,+1,41 ,,198,414,1,"19,250","1,209","3,460","101,999","33,922 ",Europe
Jordan,607,+11,9 ,,404,194,5,60,0.9,"140,222","13,760","10,190,462 ",Asia
Equatorial Guinea,594,,7 ,,22,565,,425,5,854,611,"1,396,621 ",Africa
Channel Islands,554,+5,43 ,,458,53,,"3,190",248,"5,342","30,761","173,663 ",Europe
Malta,546,+14,6 ,,450,90,1,"1,237",14,"49,231","111,534","441,400 ",Europe
Jamaica,511,+2,9 ,,121,381,,173,3,"7,946","2,685","2,959,589 ",North America
Tanzania,509,,21 ,,183,305,7,9,0.4,,,"59,503,665 ",Africa
Chad,474,+46,50 ,+2,111,313,,29,3,,,"16,361,937 ",Africa
Sierra Leone,462,+15,29 ,+2,106,327,,58,4,,,"7,955,756 ",Africa
Venezuela,459,,10 ,,229,220,1,16,0.4,"540,236","18,992","28,445,472 ",South America
Réunion,443,+2, ,,354,89,4,495,,"17,200","19,228","894,522 ",Africa
Taiwan,440,,7 ,,389,44,,18,0.3,"68,988","2,897","23,811,570 ",Asia
Congo,391,,15 ,,87,289,,71,3,,,"5,499,985 ",Africa
Palestine,376,+1,2 ,,329,45,,74,0.4,"44,876","8,824","5,085,701 ",Asia
Haiti,358,+85,20 ,,29,309,,31,2,"1,669",147,"11,384,967 ",North America
Benin,339,,2 ,,83,254,,28,0.2,"25,471","2,108","12,080,592 ",Africa
Isle of Man,335,+1,24 ,,285,26,9,"3,942",282,"4,066","47,848","84,978 ",Europe
Mauritius,332,,10 ,,322,0,,261,8,"69,773","54,874","1,271,513 ",Africa
Cabo Verde,328,+2,3 ,+1,84,241,,591,5,892,"1,607","555,228 ",Africa
CAR,327,+26, ,,13,314,,68,,"3,498",726,"4,818,917 ",Africa
Montenegro,324,,9 ,,311,4,2,516,14,"10,167","16,188","628,056 ",Europe
Vietnam,318,+4, ,,260,58,2,3,,"275,000","2,828","97,229,451 ",Asia
Ethiopia,306,+19,5 ,,113,188,,3,0.04,"53,029",463,"114,583,809 ",Africa
Togo,298,+35,11 ,,99,188,,36,1,"12,510","1,516","8,252,995 ",Africa
Rwanda,289,+2, ,,178,111,,22,,"48,239","3,737","12,909,395 ",Africa
Madagascar,283,+45, ,,114,169,3,10,,"5,670",205,"27,595,696 ",Africa
Nepal,281,+14,1 ,+1,36,244,,10,0.03,"92,440","3,180","29,068,924 ",Asia
South Sudan,236,,4 ,,4,228,,21,0.4,"3,356",300,"11,177,178 ",Africa
Sao Tome and Principe,235,,7 ,,4,224,,"1,075",32,175,800,"218,630 ",Africa
Uganda,227,+24, ,,63,164,,5,,"70,117","1,540","45,542,648 ",Africa
Liberia,223,+4,20 ,,116,87,,44,4,,,"5,041,913 ",Africa
Eswatini,202,+12,2 ,,72,128,,174,2,"4,160","3,590","1,158,658 ",Africa
French Guiana,197,+8,1 ,,125,71,,662,3,,,"297,644 ",South America
Martinique,192,,14 ,,91,87,,512,37,,,"375,300 ",North America
Faeroe Islands,187,, ,,187,0,,"3,829",,"8,779","179,750","48,840 ",Europe
Myanmar,182,+1,6 ,,96,80,,3,0.1,"13,634",251,"54,364,802 ",Asia
Guadeloupe,155,,13 ,,109,33,3,387,32,"2,866","7,163","400,116 ",North America
Gibraltar,147,, ,,145,2,,"4,363",,"5,060","150,184","33,692 ",Europe
Brunei ,141,,1 ,,136,4,2,323,2,"16,892","38,658","436,956 ",Asia
Mongolia,135,+37, ,,20,115,2,41,,"10,162","3,106","3,271,507 ",Asia
Mozambique,129,+10, ,,43,86,,4,,"5,735",184,"31,137,014 ",Africa
Bermuda,123,+1,9 ,,73,41,2,"1,974",144,"5,017","80,523","62,305 ",North America
Yemen,122,+16,18 ,+3,1,103,,4,0.6,120,4,"29,739,383 ",Asia
Cambodia,122,, ,,122,0,,7,,"14,684",880,"16,689,523 ",Asia
Guyana,117,+1,10 ,,43,64,2,149,13,"1,089","1,385","786,088 ",South America
Trinidad and Tobago,116,,8 ,,107,1,,83,6,"2,647","1,892","1,398,937 ",North America
Aruba,101,,3 ,,93,5,4,946,28,"1,937","18,152","106,711 ",North America
Bahamas,96,,11 ,,42,43,1,244,28,"1,794","4,568","392,775 ",North America
Monaco,96,,4 ,,87,5,1,"2,448",102,,,"39,208 ",Europe
Cayman Islands,94,,1 ,,55,38,,"1,432",15,"5,900","89,905","65,625 ",North America
Barbados,86,+1,7 ,,67,12,4,299,24,"3,783","13,166","287,333 ",North America
Liechtenstein,82,,1 ,,55,26,,"2,151",26,900,"23,613","38,115 ",Europe
Sint Maarten,76,,15 ,,46,15,7,"1,775",350,329,"7,684","42,815 ",North America
Libya,65,+1,3 ,,28,34,,9,0.4,"3,633",530,"6,859,415 ",Africa
Malawi,65,+2,3 ,,24,38,1,3,0.2,"1,762",92,"19,063,723 ",Africa
French Polynesia,60,, ,,59,1,,214,,"3,216","11,457","280,708 ",Australia/Oceania
Syria,51,+1,3 ,,36,12,,3,0.2,,,"17,444,076 ",Asia
Angola,48,,2 ,,17,29,,1,0.06,"6,136",187,"32,726,170 ",Africa
Macao,45,, ,,43,2,1,69,,,,"648,210 ",Asia
Zimbabwe,42,,4 ,,13,25,,3,0.3,"25,478","1,717","14,835,308 ",Africa
Mauritania,40,+11,4 ,+1,7,29,,9,0.9,"2,015",435,"4,633,252 ",Africa
Saint Martin,39,,3 ,,30,6,1,"1,011",78,,,"38,581 ",North America
Eritrea,39,, ,,39,0,,11,,,,"3,540,176 ",Africa
Nicaragua,25,,8 ,,7,10,,4,1,,,"6,614,609 ",North America
Antigua and Barbuda,25,,3 ,,19,3,1,256,31,183,"1,871","97,828 ",North America
Botswana,24,,1 ,,17,6,,10,0.4,"11,495","4,901","2,345,418 ",Africa
Timor-Leste,24,, ,,24,0,,18,,738,561,"1,315,177 ",Asia
Gambia,23,,1 ,,12,10,,10,0.4,"1,341",557,"2,407,483 ",Africa
Grenada,22,, ,,14,8,4,196,,"2,419","21,510","112,459 ",North America
Bhutan,21,, ,,5,16,,27,,"13,660","17,728","770,540 ",Asia
Laos,19,, ,,14,5,,3,,"4,424",609,"7,262,087 ",Asia
Belize,18,,2 ,,16,0,,45,5,"1,043","2,629","396,692 ",North America
Fiji,18,, ,,15,3,,20,,"1,300","1,451","895,642 ",Australia/Oceania
New Caledonia,18,, ,,18,0,,63,,"5,454","19,126","285,155 ",Australia/Oceania
Saint Lucia,18,, ,,18,0,,98,,786,"4,283","183,524 ",North America
St. Vincent Grenadines,17,, ,,14,3,,153,,155,"1,398","110,897 ",North America
Curaçao,16,,1 ,,14,1,,98,6,389,"2,372","164,011 ",North America
Dominica,16,, ,,15,1,,222,,420,"5,836","71,964 ",North America
Namibia,16,, ,,13,3,,6,,"2,074",818,"2,534,941 ",Africa
Burundi,15,,1 ,,7,7,,1,0.08,284,24,"11,842,528 ",Africa
Saint Kitts and Nevis,15,, ,,14,1,,282,,327,"6,152","53,153 ",North America
Falkland Islands,13,, ,,13,0,,"3,751",,402,"115,984","3,466 ",South America
Turks and Caicos,12,,1 ,,10,1,,310,26,109,"2,820","38,650 ",North America
Vatican City,12,, ,,2,10,,"14,981",,,,801 ,Europe
Comoros,11,,1 ,,3,7,,13,1,,,"867,167 ",Africa
Montserrat,11,,1 ,,10,0,,"2,204",200,36,"7,212","4,992 ",North America
Greenland,11,, ,,11,0,,194,,"1,629","28,701","56,758 ",North America
Seychelles,11,, ,,10,1,,112,,,,"98,272 ",Africa
Suriname,10,,1 ,,9,0,,17,2,404,689,"585,977 ",South America
MS Zaandam,9,,2 ,,,7,,,,,, ,
British Virgin Islands,8,,1 ,,6,1,,265,33,167,"5,529","30,206 ",North America
Papua New Guinea,8,, ,,8,0,,0.9,,"2,402",269,"8,924,980 ",Australia/Oceania
Caribbean Netherlands,6,, ,,6,0,,229,,357,"13,630","26,193 ",North America
St. Barth,6,, ,,6,0,,608,,,,"9,873 ",North America
Western Sahara,6,, ,,6,0,,10,,,,"595,382 ",Africa
Anguilla,3,, ,,3,0,,200,,,,"14,986 ",North America
Lesotho,1,, ,,,1,,0.5,,,,"2,140,143 ",Africa
Saint Pierre Miquelon,1,, ,,1,0,,173,,,,"5,797 ",North America
China,"82,941",+8,"4,633 ",,"78,219",89,11,58,3,,,"1,439,323,776 ",Asia
Total:,"1,660,408","+28,241","101,145","+1,512","421,173","1,138,090","17,401",,,,,,North America
Total:,"1,761,355","+20,226","161,672","+1,190","755,525","844,158","11,757",,,,,,Europe
Total:,"424,502","+23,430","22,406","+1,103","147,121","254,975","10,423",,,,,,South America
Total:,"778,081","+20,157","24,302",+339,"445,644","308,135","4,941",,,,,,Asia
Total:,"83,278","+3,503","2,726",+87,"32,062","48,490",289,,,,,,Africa
Total:,"8,638",+17,119,,"7,890",629,16,,,,,,Australia/Oceania
Total:,721,,15,,651,55,4,,,,,,
Total:,"4,716,983","+95,574","312,385","+4,231","1,810,066","2,594,532","44,831",605.1,40.1,,,,All
